Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,CumulativeDeaths,Ground,Summary
12/31/1972,19:23,"San Juan, Puerto Rico",American Express Leasing,,"San Juan, PR - Managua, Nicaragua",Douglas DC-7CF,N500AE,45130/823,5,5,2576,0,"The flight crashed moments after taking off after losing the No. 2 engine and losing power in the No. 3 engine.  Overloaded by 4,193 lbs.  Inadequate maintenance, inspection and previous damage to the engine during a taxing accident led to the engine failures. Baseball player Roberto Clemente, 38, killed. Clemente was on a relief mission to deliver supplies for earthquake victims in Nicaragua."
4/19/1973,17:04,"Davenport, Iowa",Air Iowa,,,Beech E18S,N310WA,,6,6,2582,0,A preexisting crack in the lower wing spar cause the wing to separate in flight. Inadequate inspection and maintenance of aircraft.
7/23/1973,16:43,"St. Louis, Missouri",Ozark Air Lines,809,"Marion, IL - St. Louis",Fairchild-Hiller FH-227B,N4215,513,44,38,2620,0,"The aircraft crashed after attempting to land in thunderstorms with heavy rain and high winds. After passing the outer marker, the aircraft descended below the glide slope, entered an area of heavy rain, was struck by lightning and crashed into the ground short of the runway. The aircraft's encounter with a downdraft following the captain's decision to initiate and continue an instrument approach into a thunderstorm. Lack of a timely issuance of a severe weather warning by the National Weather Service."
7/24/1973,7:08,"Honolulu, HI",Air Hawaii,,Honolulu - Lihue,Volpar C45G,N234JC,,5,5,2625,0,"The plane experienced engine faiure while taking off and crashed into the ocean. Fuel starvation. Rear auxillary tanks not serviced. Overloaded, improper center of gravity."
7/31/1973,10:08,"Logan Airport, Boston, Massachusett",Delta Air Lines,723,"Burlilngton, VT  - Boston, MA",McDonnell Douglas DC-9-31,N975NE,47075/166,89,89,2714,0,The flight crashed into a seawall during ILS approach in adverse weather conditions. The failure of the flightcrew to monitor altitude and to recognize passage of the aircraft through the approach decision height during an unstabilized precision approach conducted in rapidly changing meteorological conditions. Poor positioning of the aircraft for an approach by ATC. Questionable information presented by the flight director.
8/28/1973,20:50,"Thirty-five miles west of Los Angeles, California",Trans World Airlines,742,Honolulu - Los Angeles,Boeing B-707-331B,N8705T,18916/455,149,1,2715,0,"The plane porpoised while descending to LAX. The aircraft was subjected to 2 minutes of peak acceleration forces of 2.4 g.  A combination of design tolerances in the aircraft's longitudinal control system which, under certain conditions, produced a critical relationship between control forces and aircraft response."
9/27/1973,19:52,"Rich Mountain, Arkansas",Texas International Airlines,655,Memphis - El Dorado - Texarkana - Dallas,Convair 600,N94230,56,11,11,2726,0,"The aircraft flew100 miles off course and struck Black Fork Mountain, 600 feet below the summit of the peak, 91 miles North of Texarkana. Heavy thunderstorms were in the area at the time. The captain's attempt to operate the flight under VFR at night without using all the navigational aids and information available to him and his deviation from the pre-planned route without adequate positioning information."
2/22/1974,,"Baltimore, Maryland",Delta Air Lines,523,Baltimore - Atlanta,MDonnell Dougals DC-9,,,15,1,2727,0,"An out of work Pennsylvania salesman, Samuel Byck attempted to hijack Flight 523. His plans were to fly the plane into the White House and kill president Richard Nixon. He killed a security guard to get on board. He then shot and killed to copilot and seriously wounded the pilot. He was wounded  by a security guard and soon after killed himself. The plane never left the ground."
4/30/1974,13:47,"Galveston, Texas",Houston Metro Airlines,,"Galveston, TX - Houston, TX",Beechcraft 99,N853SA,U-41,12,6,2733,0,Crashed during takeoff. Inadequate preflight preparation and planning. Lack of familarity with aircraft.  Misused  flaps. Gust lock engaged.
9/22/1974,9:55,"Fairbanks, Alaska",Frontier Flying Service - Air Taxi,,"Fairbanks, AK - Dietrich, AK",Cessna 185,N70026,,2,2,2735,0,The aircraft suffered engine failure during takeoff and crashed. Excessive ware of spark plugs. Inadequate inspection and maintenance.
10/27/1974,23:36,"Old Man's Camp, Alaska",Alaska International Air,,Fairbanks - Bettles,Lockheed L-100 Hercules,N102AK,4234,4,4,2739,0,"While en route, the cargo plane lost a wing and spiraled into the ground. Failure of the right wing in fight. Fatigue fracture. Inadequate maintenance and inspection."
12/1/1974,11:10,"Near Berryville, Virginia",Trans World Airlines,514,Columbus - Washington D.C.,Boeing B-727-231,N54328,20306/791,92,92,2831,0,The plane crashed into high terrain at approximately 270 mph during an approach to Dulles Airport. The crew's decision to descend before aircraft reached the approach segment. The crew ignored high terrain marked on the en route chart and continued their descent. Lack of clarity in ATC procedures. The issuance of the approach clearance when the flight was 44 miles from the airport on an unpublished route without clearly defined minimum altitudes. Inadequate depiction of altitude restrictions on the profile view of the approach chart for the VOR/DME approach to Runway 12 at Dulles International Airport.
12/11/1974,,"Near Old Harbors, Alaska",Kodiak Airways,,"Old Harbor, AK - Kodiac, AK",Grumman G-21,N1583V,1125,5,5,2836,0,Disappeared en route. Never found.
2/16/1975,19:00,"Fairbanks, Alaska",PacifiAlaska Airlines,,Fairbanks - Happy Valley Camp,Douglas DC-6BF,N77DG,43520/222,3,3,2839,0,The cargo plane lost three of four engines on takeoff. The crew tried to return to the airport but crashed short of the runway. Fuel contamination. Water in fuel.
8/7/1975,16:11,"Denver, Colorado",Continental Airlines,426,Denver - Wichita,Boeing B-727-224,N88777,19798/608,131,0,2839,0,"The aircraft climbed to about 100 feet above runway 35L and then crashed near the departure end of the runway. At the time of the accident, a thunderstorm with associated rain showers was moving over the northern portion of the airport. The aircraft's encounter, immediately following takeoff, with severe windshear at an altitude and airspeed which precluded recovery to level flight."
1/6/1976,20:15,"Grants, New Mexico",Orlando Airways - Air Taxi,,"Albuquerque, NM - Gallup, NM",Piper PA-23,N5258Y,,4,4,2843,0,Crashed in snow showers and low visibility.
3/7/1976,11:07,"Igiugig, Alaska",Kodiak Western Alaska Airlines,,"South Nanek, AK - Dillingham, AK",Cessna 207,N91142,20700089,4,4,2847,0,Continued VFR flight in to adverse weather.
4/5/1976,8:19,"Ketchikan, Alaska",Alaska Airlines,60,Juneau - Ketchikan,Boeing B-727-81,N124AS,18821,50,1,2848,0,The plane overran the runway after landing at excessive speed. The captain's faulty judgement in initiating a go-around after he was committed to a full stop landing following an excessively long and fast touchdown from an unstabilized approach.
4/27/1976,11:15,"Anaktuvuk, Alaska",Frontier Flying Service - Air Taxi,,"Anaktuvuk, AK - Bettles, AK",Cessna 207,N1707U,,5,5,2853,0,Crashed in show and low ceiling while en route. Whiteout. Initiated flight in adverse weather conditions.
4/27/1976,15:10,"St. Thomas, Virgin Islands",American Airlines,625,New York City - Saint Thomas,Boeing B-727-95,N1963,19837/499,88,37,2890,0,"After touching down 2,200 feet down the runway, a go-around procedure was initiated. When there was no acceleration felt, the throttles were closed again. After attaining a nose-up attitude of 11 degrees, the aircraft ran off the end of the runway and struck a localizer antenna. The wingtip then clipped a hillside, the aircraft hit an embankment, went airborne and contacted the ground bursting into flames. The captain's actions and his judgement in initiating a go-around manoeuver with insufficient runway remaining after a long touchdown."
11/29/1976,14:20,"Grand Canyon, Arizona",Grand Canyon Air - Air Taxi,32-40443,"Grand Canyon, AZ - Denver, CO",Piper PA-32-300,N4125R,,2,2,2892,0,The aircraft crashed while on final approach. An unrestrained German Shepard interfered with flight controls.
12/12/1976,23:26,"Cape May, New Jersey",AtlantiCity Airlines,977,AtlantiCity - Cap May,de Havilland Canada DHC-6 Twin Otter 300,N101AC,262,10,3,2895,0,The plane crashed short of the runway in rain. Windshear. The aircraft's rate of descent and descent flight path angle increased as a result of windshear encountered during visual approach below minimum descent altitude. The flight crew did not recognize these flightpath deviations because they were relying on visual references which were degraded by non-homogeneous fog and on kinestheticues which were adversely affected by the aircraft's forward center of gravity resulting from the improperly loaded aircraft.
4/4/1977,16:19,"New Hope, Georgia",Southern Airways,242,Huntsville - Atlanta,McDonnell Douglas DC-9-31,N1335U,47393/608,85,62,2957,8,The aircraft sustained a broken windshield and loss of power to both engines after penetrating a thunderstorm and encountering hail. The plane crash landed on a highway and exploded in flames. Total and unique loss of thrust from both engines while the aircraft was penetrating an area of severe thunderstorms with heavy precipitation and hail. Contributing factor was the failure of the company's dispatcher to provide the flight crew with up-to-date severe weather information.
9/6/1977,14:52,"Mt. Iliamna, Alaska",Alaska Aeronautical Industries,302,Iliamna - Anchorage,de Havilland Canada DHC-6 Twin Otter 200,N563MA,196,13,13,2970,0,"Crashed in level flight  into Mt. Iliamna glacier at 7,000 feet. Failure of the flight crew to use proper navigational procedures for the route being flown especially their failure to use the available backup means of navigation to verify the position and progress of the flight. Recovery of bodies or wreckage not possible."
12/18/1977,1:38,"Near Salt Lake City, Utah",United Air Lines,,"San Francisco, CA - Salt Lake City, Utah",Douglas DC-8-54F,N8047U,45880/275,3,3,2973,0,"While in a holding pattern because of electrical problems the cargo plane cashed into 7,600 ft. mountain. The approach controller's issuance and the flight crew's acceptance of an incomplete and ambiguous holding clearance in combination with the flight crew's failure to adhere to prescribed impairment-of-communications procedures and prescribed holding procedures. The controller's and flight crew's actions are attributed to probable habits of imprecise communication and of imprecise adherence to procedures developed through years of exposure to operations in a radar environment. Contributing to the accident was the failure of the aircraft's No.1 electrical system for unknown reasons."
3/1/1978,9:25,"LAX, Los Angeles, California",Continental Airlines,603,Los Angeles - Honolulu,McDonnell Douglas DC-10-10,N68045,46904,200,2,2975,0,"While approaching V1 speed on takeoff, a loud bang was heard followed by shaking of the aircraft. The crew decided to abort the takeoff. With the end of the runway approaching, the captain steered the aircraft off the runway to the right. The landing gear failed and resulted in a fire. The plane slid for approximately 650 feet and came to rest 40 feet right of the runway centerline. Several passengers not heeding the warnings of the stewardess exited onto the wing and fell into the fire. Failure of two tires on the left main landing gear resulting in failure of a third tire during a critical point in the takeoff. This was to be pilot Gene Hershe's last flight before retiring."
3/22/1978,20:42,"Near Riverside, California",Lake Havasu Air,,"Santa Ana, CA - Lake Havasu, AZ",Cessna T207A,N7354U,,6,6,2981,0,Crashed into a mountain in fog.  Continued VFR flight into adverse weather conditions.
9/13/1978,11:30,"Whittier, AK",Alaska Travel,,"Anchorage, AK - Whittier, AK",de Havilland DHC-2,N37741,,6,6,2987,0,The float plane flew into a blind canyon and crashed into water. Continued VFR flight into adverse weather conditions.
8/30/1978,7:47,"Las Vegas, Nevada",Las Vegas Airlines,,"Las Vegas, NV - Santa Ana, CA",Piper PA-31-350 Chieftain,N44LV,,10,10,2997,0,"Crashed on takeoff. Down elevator control stop backed out, limiting down elevator travel to 1 1/2 degrees of normal 20 degrees."
12/4/1978,19:45,"Near Steamboat Springs, Coloado",Rocky Mountain Airways,217,Steamboat Springs - Denver,de Havilland Canada DHC-6 Twin Otter 300,N25RM,387,22,2,2999,0,"Forced to return to Steamboat Springs due to severe icing, the plane crashed into a 10,530 ft. mountain.  Severe icing and strong downdraughts associated with a mountain wave which combined to exceed the aircraft's capability to maintain flight. Contributing to the accident was the Captain's decision to fly into probable icing conditions that exceeded the conditions authorized by company directives."
12/28/1978,18:15,"Portland, Oregon",United Air Lines,173,Denver - Portland,McDonnell Douglas DC-8-61,N8082U,45972/357,189,10,3009,0,"While on a flight from Denver to Portland, the aircraft ran out of fuel while the crew was distracted with a landing gear problem. Failure of the captain to monitor properly the aircraft's fuel state and to properly respond to the low fuel state as indicated by other crew members. Contributing to the accident was the failure of the other two flight crew members either to fully comprehend the criticality of the fuel state or to successfully communicate their concern to the captain."
3/1/1979,15:04,"Gulfport, Mississippi",Universal Airways,,"Houston, TX - Gulfport, MS - New Orleans, LA",Beech BE-70,N777AE,,8,8,3017,0,The plane failed to maintain flying speed and crashed while attempting to take off.  Improperly loaded aircraft. Nose baggage door opened during takeoff. Flaps inoperative. Improper emergency procedures. Inadequate emergency training.
4/18/1979,18:23,"Newark, New Jersey",New York Airways,,"Newark, NJ - Flushing, NY",Sikorsky S61-L,N618PA,61426,18,3,3020,0,Tail rotor separated in flight shortly after takeoff. The helicopter autorotated and crashed. Fatigue fracture in tail rotor.
5/25/1979,15:04,"Chicago O'Hare, Illinois",American Airlines,191,"Chicago, IL- Los Angeles, CA",McDonnell Douglas DC-10-10,N110AA,46510/22,271,271,3291,2,"During takeoff just, as the plane lifted from the runway, the left engine and pylon separated from the aircraft damaging the wing and hydraulisystem which caused the aircraft to roll and crash. Highest single plane death toll in U.S. aviation history. Asymmetrical stall and the ensuing roll of the aircraft because of the uncommanded retraction of the left wing outboard leading edge slats and the loss of stall warning and slat disagreement indication systems caused by separation of the engine and pylon. Improper maintenance procedures used by American Airlines when dismounting the engines for maintenance, by removing the pylon and engine together, putting strain on the engine mounts leading to  stress cracks."
6/17/1979,22:48,"Hyannis, Massachusetts",Air New England,248,"New York, NY - Hyannis, MA",de Havilland Canada DHC-6 Twin Otter 300,N383EX,245,10,1,3292,0,"The plane crashed in a heavily wooded area about 1.5 miles northeast of Barnstable Municipal Airport while on an ILS approach. The failure of the flightcrew to recognize and react in a timely manner to the gross deviation from acceptable approach parameters, resulting in a continuation of the descent well below the decision height during a precision approach without visual contact with the runway environment. Pilot fatigue."
8/9/1979,16:43,"Flushing, New York",Southern Jersey Air - Air Taxi,,"Flushing, NY - AtlantiCity, NJ",Beechcraft D55,N105AC,,3,3,3295,0,Ran out of fuel on the initial climb and crashed. Fuel starvation. Fuel selector valves positioned to auxiliary tanks.
11/15/1979,12:00,"Near Chicago, Illinois",American Airlines,444,Chicago - Washington D.C.,Boeing B-727,,,78,0,3295,0,"While en route from Chicago to Washington an explosive device detonated in the baggage compartment. The aircraft was flying at an altitude of approximately 34,500 feet, when the flight crew experienced a noise which they described as a thump. Smoke subsequently filled the cabin and the aircraft was forced to make an emergency landing at Washington-Dulles Airport. The bomb was planted by the Unabomber, a man who had been accused of attacks over an 18-year period. He was arrested in April 1996 and subsequently received a life sentence."
3/21/1980,19:49,"Houston, Texas",Eagle Commuter,,"Houston, TX - Brownwood, TX",Piper PA-28-180,N55932,28-7305503,10,7,3302,0,"The right engine failed while taking off. The plane plunged to the ground, struck a helicopter, a small plane, four parked cars, and slammed into a hanger and burst into flames. The engine failed for undetermined reasons.  Improper emergency procedures. The pilot did not properly configure aircraft and  land immediately."
5/19/1980,12:05,"Off Sarasota, Florida",Northeast Jet,,"West Palm Beach, FL - New Orleans, LA",Learjet 25D,N125NE,25-271,2,2,3304,0,"An unexpected encouter with moderate to severe clear air turbulence, the flightcrew's improper response to the encounter, and the aircraft's marginal controllability characteristics when flown at and beyond the boundary of its high altitude speed envelope, all of which resulted in the aircraft exceeding its Mach limits and a progressive loss of control from which recovery was not possible."
6/12/1980,15:46,"Valley, Nebraska",Air Wisconsin,965,"Appleton, WI - Minneapolis, MN, - Lincoln, NE",Swearingen 226TC Metro II,N6505,TC-228,15,13,3317,0,After penetrating a thunderstorm massive amounts of water cause both engine to lose power. Although the engines were restarted the crew could not recover and crashed into a field. Engine failure due to massive ingestion of water into both engines. Crew error. Unwise decision to enter an area of thunderstorms. Critical weather not disseminated.
7/25/1980,7:13,"Philadelphia, Pennsylvania",Air Pennsylvania - Air Taxi,,"Hazelton, PA - Philadelphia, PA",Piper PA-31-350,N5MS,317405138,3,3,3320,0,"The aircraft flew into the vortex wake of a B727, lost control and crashed."
10/24/1980,9:47,"Gainsville, Florida",Tampa Air Center - Air Taxi,,"Bartow, FL - Lake City, FL",Beechcraft E18S,N65V,,3,3,3323,0,"The aircraft experienced engine failure on final approach and collided with electronitowers. Inadequate maintenance and inspection of fuel system, filters, strainers and screens."
12/12/1980,19:51,"Cold Bay, Alaska",Penninsula Airways - Air Taxi,,"King Cove, AK - Cold Bay, AK",Piper PA-32,N2243Q,,4,4,3327,0,"Pilot misjudged altitude and crashed in snow, gusting winds and dark night while en route."
4/17/1981,16:01,"Loveland, Colorado",Air US / Private,716 / -,"Denver, CO - Gillette, WY",Hadley Page 137Jetstream I / Cessna 206,N11360 / N4862F,238,19,15,3342,0,"A midair collision occurred 2 nm east-southeast of Loveland, Colorado at 13,000 ft.. Two killed and 3 injured on the Cessna and 13 killed on the Jetstream. The failure of the Cessna pilot to establish communications with the Denver Center and his climbing into controlled airspace above 12,500 ft without an authorized transponder. Contributing factor was the fact that existing regulations did not prohibit parachute jumping in or immediately adjacent to federal airways."
1/13/1982,16:01,"Washington, D.C.",Air Florida,90,"Washington D.C. - Fort Lauderdale, FL",Boeing B-737-222,N62AF,19556/130,79,74,3416,4,"The aircraft crashed into the 14th St. bridge and the PotomaRiver and sank shortly after taking off from Washington National Airport. The aircraft reached a peak altitude of 300 ft. The flight crew's failure to use the engine anti-icing system during takeoff. Failure to de-ice the plane a second time before takeoff and taking off with snow/ice on the airfoil surfaces of the aircraft. Ice which accumulated on the engine pressure probes resulted in erroneously high Engine Pressure Ratio (EPR) readings. When the throttles were set to takeoff EPR, the engines were actually developing significantly less than takeoff thrust. The crew's inexperience in icing condtions was a contributing factor."
1/11/1983,2:50,"Detroit, Michigan",United Air Lines,2885,Detroit - Los Angeles,McDonnell Douglas DC-8-54F37,N8053U,46010/406,3,3,3419,0,"After taking off the cargo plane rolled to the right with wings vertical to the ground until it crashed into a field. The flight crew's failure to follow procedural checklist requirements and to detect and correct a mistrimmed stabilizer before the aircraft became uncontrollable. Contributing to the accident was the captain allowing the second officer, who was not qualified to act as a pilot, to occupy the seat of the first officer and to conduct the take-off."
8/17/1983,12:27,"Grand Canyon, Arizona",Las Vegas Airlines,,"Las Vegas, NV  - Grand Canyon, AZ",Piper PA-31-350 Chieftain,N88LV,31-7752118,10,10,3429,0,Crashed into a cliff in the Grand Canyon on a sightseeing flight.
10/5/1983,12:00,"Springfield, Missouri",Air Taxi - Ozark Skyways Inc.,,"Little Rock, AR - Springfield, MO",Cessna 182R,N5191E,,4,4,3433,0,"While on final approach the aircraft hit tree tops and crashed 1,200 ft. short of the runway. Procedures not followed. The pilot in command did not use decision height."
10/11/1983,20:53,"Pinckneyville, Illinois",Air Illinois,701,"Springfield, Il - Carbondale, IL",Hawker Siddeley HS-748-FAA,N748LL,1716,10,10,3443,0,"Two minutes out of Springfield, the left generator suffered a complete mechanical failure. The first officer mistakenly shut down the right generator and all attempts at bring it back to life failed. Although the plane could be flown safely on batteries for about 30 minutes the captain decided to continue on towards Carbondale, thirty-nine minutes away. The batteries lasted for thirty-one minutes. The aircraft lost all power, turned blindly 180 degrees and crashed in a rural area."
10/28/1983,13:35,"Middletown, Pennsylvania",Pennsylvania Airlines,,Middletown - Washington DC,Shorts 330-200,N26288,SH3074,30,1,3444,0,"A passenger committed suicide by opening the right rear door and jumping out at 3,500 ft."
11/23/1983,,"Landsdowne House, Canada",Austin Airways,,,de Havilland Canada DHC-6 Twin Otter 300,C-GTLA,632,7,4,3448,0,The aircraft touched down short of the runway while on a VFR approach in a snowstorm. The nosegear and one of the main landing gear legs broke away from the fuselage and the aircraft caught fire.
12/17/1984,23:00,"Bainbridge, New York",Air Taxi - Delaware Aviation LLC,,"Binghamton, NY - Bainbridge, NY",PA-23-250,N6099Y,,4,4,3452,0,"VFR conditions prevailed when the fight departed. The destination was reported as clear until just prior to the estimated time of arrival, then fog began to form. Witnesses who heard the aircraft, just prior to the accident, reported heavy fog. After making an approach to Rwy 7, the aircraft turned to a heading of about 220 deg, then collided with trees on a wooded hill, .85 mi north of the airport. Continued VFR flight into adverse weather conditions."
2/6/1985,943,"Altus, Oklahoma",Air Taxi - Oklahoma Airways Inc.,,"Altus, OK - Oklahoma City, OK",Cessna 402B,N5780M,,2,2,3454,0,"A witness saw smoke & fire trailing from the vicinity of the l eng. He stated that the aircraft's nose came up, the plane rolled to the left, then it entered a steep, nose down, inverted attitude just before it crashed & burned. Total failure of the exhaust manifold system. Inadequate inspection/maintenance."
4/16/1985,11:37,"Las Cruces, New Mexico",American Airlines,,"Dallas, TX - San Diego, CA",Boeing B-727-227,N718AA,20611/894,89,0,3454,0,While cruising at FL 350 a loud noise was heard followed by a severe jolt. The No. 3 engine separated from the aircraft. A damaged O ring allowed leakage from the forward lavatory waste drain valve. Four gallons of fluid leaked and froze on the exterior of the plane and then broke away in chunks and smashed into the engine. They plane landed safely.
6/14/1985,,"Athens, Greece",Trans World Airlines,847,Athens - Rome,Boeing B-727-231,N64339,20844/1065,153,1,3455,0,The aircraft was hijacked while en route from Athens to Rome over Italian airspace. U.S. Navy diver Robert Stethem was murdered aboard.
7/19/1985,3:43,"Near Erie, Pennsylvania",Air Ohio - Air Taxi,21,"Louisville, KY - Cleveland, OH",Aerostar 601,N71MA,,2,2,3457,0,"During a normal IFR cruise flight, the pilot of air Ohio flight 21, did not respond to ATC instructions. Air Ohio flight 21 continued for 40 minutes with no reply and without deviation in altitude or heading until the discrete target disappeared from radar over Lake Erie. The pilot had not slept for approximately 30 hours prior to the loss of communication response."
8/2/1985,18:06,"Ft. Worth-Dallas, Texas",Delta Air Lines,191,Fort Lauderdale - Dallas-Fort Worth,Lockheed L-1011-1 TriStar,N726DA,1163,163,134,3591,1,"While on a flight from Fort Lauderdale, FL to Dallas/ Forth Worth, the aircraft crashed while making an landing attempt in thunderstorm activity. The plane touched down 6,000 feet short of the runway and 360 feet to the left of the runway centerline, became airborne again, struck a car killing the driver, crossed the highway and crashed into two water tank reservoirs. Microburst induced windshear. The flightcrew's decision to initiate and continue the approach into a cumulonimbus cloud which they observed to contain lightning. Lack of training for avoiding and escaping from low-altitude windshear."
8/20/1985,2:05,"Gulkana, Alaska",Air Taxi - Jet Alaska,,"Anchorage, AK - Gulkana, AK",Learjet 24D,N455JA,,3,3,3594,0,"During a night arrival, the flight was on an instrument approach to the Gulkana Airport when radio contact with the aircraft was lost. Search was initiated & the wreckage was found 7.4 mi north of the terminal VORr on the 330 deg radial.  Improper IFR procedure. Minimum descent altitude not maintained."
9/6/1985,15:21,"Milwaukee, Wisconsin",Midwest Express,105,Milwaukee - Atlanta,McDonnell Douglas DC-9-14,N100ME,47309/393,31,31,3625,0,The aircraft stalled and dove into the ground as it  took off.  Failure of right engine after compressor spacer failure precipitated by a fatigue crack. The crew's improper use of flight controls in response to the catastrophifailure of the right engine during a critical phase of flight which led to an accelerated stall and loss of control of the airplane. Contributing to the loss of control was a lack of crew coordination in response to the emergency.
10/22/1985,20:45,"Near Juneau, Alaska",Jet Alaska,,Anchorage - Juneau,Learjet 24XR,N456JA,24-265,4,4,3629,0,"The air ambulance crashed into a mountain at 3,500 ft. while attempting to land. Crew became lost and disoriented and made a premature descent."
1/16/1987,6:40,"Cima, California",California Air Charter,,"Ontario, CA - Las Vegas, NV",Cessna 208 Caravan I,N9613F,208-00106,1,1,3630,0,"While en route the cargo plane began a gradual descent until it impacted a mountain at 6,500 ft.  Altitude not maintained. Inadvertent descent by pilot. Pilot fatigue (lack of sleep)."
3/4/1987,14:34,"Detroit, Michigan",Northwest Airlink,2268,Cleveland - Detroit,CASA 212 Aviocar 200,N160FB,160,22,9,3639,0,"While approaching to land the plane suddenly yawed to the left, rolled right and struck ground left of the runway. It then skidded into 3 ground vehicles and caught fire. The captain's inability to control the airplane in an attempt to recover from an asymmetripower condition at low speed following his intentional use of the beta mode of propeller operation to descend and slow the airplane rapidly on final approach for landing. The fatalities were attributed to a post crash fire, lack of fire-blocking material, and poorly designed aircraft components. Improper use of powerplant controls. Improper maintenance adjustment."
5/8/1987,6:50,"Mayaguez, Puerto Rico",American Eagle,5452,"San Juan, PR - Mayaguez, PR",CASA 212 Aviocar 200,N432CA,271,6,2,3641,0,Improper maintenance in setting propeller flight idle blade angle and engine fuel flow resulting in a loss of control from an asymmetripower condition. A factor contributing to the accident was the pilot's unstabilized visual approach.
8/16/1987,20:46,"Romulus, Michigan",Northwest Airlines,255,"Detroit, MI - Phoenix, AZ",McDonnell Douglas MD-82,N312RC,48090/1040,155,154,3795,2,"The aircraft stalled and crashed during takeoff from Detroit Metropolitan Wayne County Airport. After liftoff, the wings of the airplane rolled to the left and right  and then the aircraft collided with obsticales northeast of the runway when the left wing struck light poles and the roof of a rental car agency. A 4-year-old girl, Cecilia Cichan, was the only survivor. Slats and flaps not extended. Crew's failure to use taxi checklist to ensure flaps and slats were extended. Lack of electrical power to the aircraft takeoff warning system. Cecelia is now married and earned a Psychology degree from the University of Alabama. Although she has made no publistatements or attended annual memorial services regarding the tragicrash, she corresponds with some of the crash victims’ loved ones."
11/15/1987,14:15,"Denver, Colorado",Continental Airlines,1713,"Denver, CO - Boise, ID",McDonnell Douglas DC-9-14,N626TX,45726/36,82,28,3823,0,"During a snowstorm in Denver, the flight was delayed 27 minutes after de-icing. When the aircraft took off, the crew experienced a rapid rotation during takeoff, overturned and crashed. Icing. Failure of the captain to de-ice a second time."
12/7/1987,16:16,"San Luis Obispo, California",PacifiSouthwest Airlines,1771,Los Angeles - San Fransisco,British Aerospace BAe-146-200A,N350PS,E-2027,43,43,3866,0,"A fired USAir employee, David Burke, after leaving a goodbye message to friends, shot both pilots with a .44 Magnum pistol. While the aircraft was cruising at 22,000 feet over the central California coast, the cockpit crew heard two shots in the passenger cabin and radioed a frantimessage to air trafficontrollers: 'There’s gunfire aboard.' Moments later, the plane entered a high-speed nosedive and smashed onto the ground at 700 mph. Investigators sifting through the wreckage were able to retrieve the plane’s cockpit voice recorder, which subsequently revealed the sounds of a commotion in the cockpit, three more shots, the groan of the pilot or co-pilot, and then a final shot."
2/19/1988,21:27,"Cary, North Carolina",AV Air / American Eagle,3378,Raleigh - Richmond,Swearingen SA227-AC,N622AV,AC-622,12,12,3878,0,"The plane crashed into a reservoir shortly after taking off in low visibility and ceiling. The failure of the flight crew to maintain a proper flight path because of the first officer's inappropriate instrument scan, the captain's inadequate monitoring of the flight, and the flight  and the flight crew's response to a perceived fault in the airplane's stall avoidance system."
7/26/1988,7:40,"Morristown, New Jersey",Northeast Jet,,"Allentown, PA - Morristown, NJ",Learjet 35A,N442NE,35-442,2,1,3879,0,"The aircraft, on a positioning flight struck the ground short of the runway while attempting to land. Inadequate training. Improper descent rate and airspeed."
4/28/1988,13:46,"Maui, Hawaii",Aloha Airlines,243,Hilo - Honolulu,Boeing B-737-297,N73711,20209,95,1,3880,0,The aircraft suffered separation of the top of the fuselage resulting in explosive decompression and severe structural damage. A flight attendant was sucked out of the opening in the fuselage and her body never recovered. The plane made a safe emergency landing at Kahuiui Airport on Maui. Failure of Aloha Airline's maintenance program to detect the presence of disbonding and fatigue damage which led to failure of the lap joint at S-10L and the separation of the fuselage upper lobe. Contributing factors were the failure of Aloha Airline's management to properly supervise its maintenance crew as well as the failure of the FAA to properly evaluate the Aloha Airlines maintenance program and to assess the airline's inspection and quality control deficiencies. In addition the maintenance program underestimated the need for inspections with the large number of pressurizations/depressurizations and humid salt air climate the plane was subjected to.
8/31/1988,9:01,"Dallas, Texas",Delta Air Lines,1141,"Dallas/Fort Worth, TX - Salt Lake City, UT",Boeing B-727-232 Adv,N473DA,20750/992,108,14,3894,0,"The aircraft stalled and crashed during takeoff, hitting a ILS localizer antenna, 1,000 feet beyond the end of the runway. Crew error. Improperly set flaps and slats. Failure of the takeoff safety warning system."
10/16/1988,10:17,"Sedona, Arizona",Air Taxi - Northern Arizona Aircraft Inc.,,"Sedona, AZ - Sedona, AZ",Piper PA-32-300,N4113R,32-40432,5,5,3899,0,The pilot & 4 fare-paying passengers were en route to the Grand Canyon national park for aerial sightseeing. An internal failure of the left magneto resulted in a total loss of engine power. The aircraft collided with terrain & was destroyed by ground fire.
2/19/1989,12:10,"Corona, California",Air Taxi - Las Vegas Flyers Inc.,,"Las Vegas, NV - Santa Ana, CA",Cessna 402B,N69383,402B0527,10,10,3909,0,"The accident occurred during a descent when the aircraft collided with a 2,060 ft. mountain. The pilot's failure to properly preflight and plan for flight and his intentional flight into imconditions. Pilots disregard for in-flight weather advisories. Factors contributing to the accident were the low ceiling conditions in conjunction with the mountainous terrain."
