STATE,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PERSONS,PERMVIT,PERNOTMVIT,COUNTY,CITY,DAYNAME,MONTH,MONTHNAME,DAY_WEEK,DAY_WEEKNAME,HOUR,HOURNAME,ROUTE,Rurality,FUNC_SYS,LATITUDE,LONGITUDE,SP_JUR,HARM_EV,MAN_COLL,RELJCT2NAME,Type_Intersection,WRK_ZONE,REL_ROAD,REL_ROADNAME,LGT_COND,WEATHER1,WEATHER,SCH_BUSNAME,CF1,Fatalities,DRUNK_DRIVER
Minnesota,270001,1,1,0,2,2,0,FILLMORE (45),NOT APPLICABLE,1,1,January,3,Tuesday,20,8:00pm-8:59pm,County Road,Rural,Major Collector,43.61328056,-92.28858889,No Special Jurisdiction,Culvert,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Daylight,Cloudy,Cloudy,No,None,1,1
Minnesota,270002,1,1,0,1,1,0,PINE (115),NOT APPLICABLE,3,1,January,5,Thursday,7,7:00am-7:59am,Interstate,Rural,Interstate,46.22091111,-92.83329722,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,3,On Median,Daylight,Clear,Clear,No,None,1,0
Minnesota,270006,2,2,0,3,3,0,DAKOTA (37),NOT APPLICABLE,5,1,January,7,Saturday,10,10:00am-10:59am,State Highway,Rural,Minor Arterial,44.47188889,-93.07491944,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Rear,Intersection,T-Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,0
Minnesota,270008,1,1,0,2,2,0,RAMSEY (123),NEW BRIGHTON,6,1,January,1,Sunday,11,11:00am-11:59am,Local Street - Municipality,Urban,Local,45.05917778,-93.188075,No Special Jurisdiction,Fence,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Intersection-Related,L-Intersection,None,4,On Roadside,Daylight,Cloudy,Cloudy,No,None,1,1
Minnesota,270009,2,2,0,2,2,0,WADENA (159),NOT APPLICABLE,9,1,January,4,Wednesday,7,7:00am-7:59am,U.S. Highway,Rural,Principal Arterial - Other,46.72850278,-95.1013,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Non-Junction,Not an Intersection,None,1,On Roadway,Dark - Not Lighted,Clear,Clear,No,None,1,0
Minnesota,270010,1,1,0,2,2,0,FREEBORN (47),NOT APPLICABLE,10,1,January,5,Thursday,15,3:00pm-3:59pm,Interstate,Rural,Interstate,43.66019444,-93.17121389,No Special Jurisdiction,Fence,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Daylight,Clear,Clear,No,None,2,0
Minnesota,270012,2,2,0,4,4,0,DAKOTA (37),INVER GROVE HEIGHTS,11,1,January,6,Friday,21,9:00pm-9:59pm,State Highway,Urban,Minor Arterial,44.88120556,-93.087825,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Rear,Non-Junction,Not an Intersection,None,1,On Roadway,Dark - Lighted,Clear,Clear,No,None,1,0
Minnesota,270013,2,2,0,2,2,0,STEARNS (145),SAUK CENTRE,12,1,January,7,Saturday,15,3:00pm-3:59pm,U.S. Highway,Rural,Principal Arterial - Other,45.74904167,-94.93860833,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Non-Junction,Not an Intersection,None,1,On Roadway,Daylight,Cloudy,Cloudy,No,None,1,1
Minnesota,270014,2,2,0,3,3,0,MORRISON (97),RANDALL,13,1,January,1,Sunday,11,11:00am-11:59am,U.S. Highway,Rural,Principal Arterial - Other,46.09313611,-94.50818889,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Intersection,Four-Way Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,0
Minnesota,270016,2,2,0,3,3,0,ROCK (133),LUVERNE,14,1,January,2,Monday,12,12:00pm-12:59pm,State Highway,Rural,Principal Arterial - Other,43.76725556,-96.40216944,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,Non-Junction,Not an Intersection,None,1,On Roadway,Daylight,"Fog, Smog, Smoke","Fog, Smog, Smoke",No,None,1,0
Minnesota,270018,2,2,0,2,2,0,CARVER (19),CHASKA,16,1,January,4,Wednesday,10,10:00am-10:59am,U.S. Highway,Rural,Principal Arterial - Other,44.77603333,-93.67056667,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Non-Junction,Not an Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,0
Minnesota,270019,1,1,0,1,1,0,HENNEPIN (53),MAPLE GROVE,17,1,January,5,Thursday,3,3:00am-3:59am,State Highway,Urban,Principal Arterial - Other Freeways and Expressways,45.13038611,-93.43248333,No Special Jurisdiction,Bridge Pier or Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Dark - Lighted,Clear,Clear,No,None,1,0
Minnesota,270020,2,2,0,2,2,0,CHISAGO (25),CHISAGO CITY,24,1,January,5,Thursday,16,4:00pm-4:59pm,U.S. Highway,Urban,Principal Arterial - Other,45.34788889,-92.91178056,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,Non-Junction,Not an Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,0
Minnesota,270021,2,2,0,2,2,0,GOODHUE (49),NOT APPLICABLE,17,1,January,5,Thursday,5,5:00am-5:59am,U.S. Highway,Rural,Principal Arterial - Other,44.32258056,-92.70779167,No Special Jurisdiction,Traffic Sign Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,3,On Median,Dark - Not Lighted,Snow,Snow,No,None,1,0
Minnesota,270022,1,1,0,2,2,0,FARIBAULT (43),NOT APPLICABLE,26,1,January,7,Saturday,10,10:00am-10:59am,Interstate,Rural,Interstate,43.6515,-93.99893611,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,3,On Median,Daylight,Snow,Snow,No,None,1,0
Minnesota,270023,1,1,0,3,3,0,HOUSTON (55),NOT APPLICABLE,17,1,January,5,Thursday,16,4:00pm-4:59pm,State Highway,Rural,Minor Arterial,43.61511389,-91.27090833,No Special Jurisdiction,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Daylight,Cloudy,Cloudy,No,None,1,0
Minnesota,270024,2,2,0,2,2,0,SCOTT (139),NOT APPLICABLE,26,1,January,7,Saturday,10,10:00am-10:59am,County Road,Rural,Minor Arterial,44.58937778,-93.68424722,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,Non-Junction,Not an Intersection,None,1,On Roadway,Daylight,Snow,Snow,No,None,1,0
Minnesota,270026,2,2,0,4,4,0,STEELE (147),NOT APPLICABLE,2,2,February,7,Saturday,16,4:00pm-4:59pm,U.S. Highway,Rural,Principal Arterial - Other,44.05187222,-93.06177778,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,Non-Junction,Not an Intersection,None,1,On Roadway,Daylight,"Fog, Smog, Smoke","Fog, Smog, Smoke",No,None,1,0
Minnesota,270027,2,2,0,2,2,0,BLUE EARTH (13),NOT APPLICABLE,4,2,February,2,Monday,14,2:00pm-2:59pm,County Road,Urban,Minor Collector,44.16700278,-93.92662222,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Intersection-Related,Roundabout,None,1,On Roadway,Daylight,Cloudy,Cloudy,No,None,1,0
Minnesota,270028,3,3,0,6,6,0,SCOTT (139),NOT APPLICABLE,3,2,February,1,Sunday,9,9:00am-9:59am,County Road,Rural,Minor Arterial,44.68146944,-93.33864167,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Intersection,Four-Way Intersection,None,1,On Roadway,Daylight,Sleet or Hail,Sleet or Hail,No,None,1,0
Minnesota,270029,2,2,0,2,2,0,DOUGLAS (41),NOT APPLICABLE,6,2,February,4,Wednesday,5,5:00am-5:59am,State Highway,Rural,Minor Arterial,45.83792222,-95.599075,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,Non-Junction,Not an Intersection,None,1,On Roadway,Dark - Not Lighted,Clear,Clear,No,None,1,0
Minnesota,270031,2,1,1,3,2,1,WABASHA (157),WABASHA,5,2,February,3,Tuesday,19,7:00pm-7:59pm,U.S. Highway,Rural,Principal Arterial - Other,44.37081944,-92.04013056,No Special Jurisdiction,Working Motor Vehicle,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Intersection,Four-Way Intersection,Maintenance,1,On Roadway,Dark - Lighted,Snow,Snow,No,None,1,0
Minnesota,270032,2,2,0,3,3,0,WABASHA (157),NOT APPLICABLE,8,2,February,6,Friday,11,11:00am-11:59am,U.S. Highway,Rural,Principal Arterial - Other,44.41716944,-92.20847778,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Non-Junction,Not an Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,2,0
Minnesota,270034,1,1,0,2,2,0,DAKOTA (37),NOT APPLICABLE,14,2,February,5,Thursday,22,10:00pm-10:59pm,State Highway,Rural,Minor Arterial,44.60113889,-92.91715833,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Dark - Not Lighted,Blowing Snow,Blowing Snow,No,None,1,1
Minnesota,270035,1,1,0,1,1,0,GOODHUE (49),NOT APPLICABLE,14,2,February,5,Thursday,22,10:00pm-10:59pm,State Highway,Rural,Minor Arterial,44.398375,-92.979375,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Dark - Not Lighted,Clear,Clear,No,None,1,0
Minnesota,270036,2,2,0,3,3,0,SHERBURNE (141),ELK RIVER,17,2,February,1,Sunday,17,5:00pm-5:59pm,U.S. Highway,Rural,Principal Arterial - Other,45.37204444,-93.5635,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Intersection,T-Intersection,None,1,On Roadway,Dusk,Cloudy,Cloudy,No,None,2,0
Minnesota,270038,2,2,0,2,2,0,OLMSTED (109),NOT APPLICABLE,18,2,February,2,Monday,13,1:00pm-1:59pm,County Road,Urban,Minor Arterial,44.07498056,-92.45769722,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Intersection,Four-Way Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,0
Minnesota,270039,2,2,0,3,3,0,SHERBURNE (141),ELK RIVER,19,2,February,3,Tuesday,7,7:00am-7:59am,U.S. Highway,Urban,Principal Arterial - Other,45.27506944,-93.54786111,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Intersection,T-Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,0
Minnesota,270040,2,2,0,5,5,0,GOODHUE (49),RED WING,22,2,February,6,Friday,16,4:00pm-4:59pm,U.S. Highway,Urban,Principal Arterial - Other,44.56381667,-92.50354722,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Intersection,T-Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,0
Minnesota,270041,2,2,0,2,2,0,SHERBURNE (141),NOT APPLICABLE,27,2,February,4,Wednesday,8,8:00am-8:59am,County Road,Urban,Major Collector,45.35491389,-93.76868889,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Rear,Intersection,T-Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,0
Minnesota,270042,2,2,0,2,2,0,HENNEPIN (53),INDEPENDENCE,2,3,March,7,Saturday,9,9:00am-9:59am,U.S. Highway,Rural,Principal Arterial - Other,45.03558056,-93.74366111,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Non-Junction,Not an Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,0
Minnesota,270043,1,1,0,1,1,0,WASHINGTON (163),OAKDALE,2,3,March,7,Saturday,12,12:00pm-12:59pm,Interstate,Urban,Interstate,44.95477778,-92.95888333,No Special Jurisdiction,"Cargo/Equipment Loss, Shift, or Damage [harmful]",The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,0
Minnesota,270045,2,2,0,2,2,0,MILLE LACS (95),NOT APPLICABLE,5,3,March,3,Tuesday,14,2:00pm-2:59pm,Local Street - Township,Rural,Local,46.08533056,-93.61963056,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Non-Junction,Not an Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,1
Minnesota,270046,2,2,0,2,2,0,OLMSTED (109),NOT APPLICABLE,5,3,March,3,Tuesday,16,4:00pm-4:59pm,County Road,Rural,Major Collector,44.13672222,-92.31887222,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Intersection,Four-Way Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,0
Minnesota,270047,1,1,0,2,2,0,ISANTI (59),NOT APPLICABLE,2,3,March,7,Saturday,10,10:00am-10:59am,State Highway,Rural,Principal Arterial - Other,45.43183611,-93.23515278,No Special Jurisdiction,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,5,Outside Trafficway,Daylight,Clear,Clear,No,None,1,0
Minnesota,270048,2,2,0,2,2,0,LINCOLN (81),NOT APPLICABLE,5,3,March,3,Tuesday,8,8:00am-8:59am,County Road,Rural,Major Collector,44.58709722,-96.174675,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Intersection,Four-Way Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,0
Minnesota,270049,2,2,0,3,3,0,DAKOTA (37),BURNSVILLE,11,3,March,2,Monday,15,3:00pm-3:59pm,State Highway,Urban,Principal Arterial - Other,44.78666667,-93.24921389,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Rear,Intersection-Related,Not Reported,None,1,On Roadway,Daylight,Clear,Clear,No,Regular Congestion,1,1
Minnesota,270051,1,1,0,1,1,0,CROW WING (35),PEQUOT LAKES,24,2,February,1,Sunday,16,4:00pm-4:59pm,State Highway,Rural,Principal Arterial - Other,46.54478056,-94.30867778,No Special Jurisdiction,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Intersection-Related,Four-Way Intersection,None,4,On Roadside,Daylight,Cloudy,Cloudy,No,None,1,0
Minnesota,270052,2,2,0,3,3,0,OTTER TAIL (111),NOT APPLICABLE,11,3,March,2,Monday,5,5:00am-5:59am,State Highway,Rural,Principal Arterial - Other,46.29087222,-96.17038889,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Non-Junction,Not an Intersection,None,1,On Roadway,Dark - Not Lighted,"Fog, Smog, Smoke","Fog, Smog, Smoke",No,Recent/Previous Crash scene Nearby,1,0
Minnesota,270053,2,2,0,2,2,0,ISANTI (59),NOT APPLICABLE,19,3,March,3,Tuesday,18,6:00pm-6:59pm,County Road,Rural,Minor Arterial,45.44251111,-93.40187222,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,Non-Junction,Not an Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,0
Minnesota,270054,2,2,0,2,2,0,CROW WING (35),NOT APPLICABLE,20,3,March,4,Wednesday,7,7:00am-7:59am,State Highway,Rural,Principal Arterial - Other,46.48478056,-93.89787222,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,Non-Junction,Not an Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,2,0
Minnesota,270057,2,2,0,2,2,0,RAMSEY (123),NOT APPLICABLE,22,3,March,6,Friday,15,3:00pm-3:59pm,Interstate,Urban,Interstate,45.07916111,-93.05416944,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Intersection-Related,Four-Way Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,0
Minnesota,270058,2,2,0,2,2,0,WRIGHT (171),NOT APPLICABLE,22,3,March,6,Friday,15,3:00pm-3:59pm,State Highway,Rural,Minor Arterial,45.13651389,-93.86936667,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,Non-Junction,Not an Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,1
Minnesota,270060,1,1,0,1,1,0,STEELE (147),NOT APPLICABLE,25,3,March,2,Monday,12,12:00pm-12:59pm,Interstate,Rural,Interstate,43.98578056,-93.25529722,No Special Jurisdiction,Guardrail Face,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,3,On Median,Daylight,Clear,Clear,No,None,1,0
Minnesota,270061,2,2,0,3,3,0,BLUE EARTH (13),NOT APPLICABLE,20,3,March,4,Wednesday,10,10:00am-10:59am,State Highway,Rural,Minor Arterial,43.94198889,-93.9585,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Intersection,T-Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,0
Minnesota,270062,2,2,0,5,5,0,HENNEPIN (53),MINNEAPOLIS,31,3,March,1,Sunday,21,9:00pm-9:59pm,Interstate,Urban,Interstate,45.00173056,-93.28293333,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,Non-Junction,Not an Intersection,None,1,On Roadway,Dark - Lighted,Cloudy,Snow,No,None,1,1
Minnesota,270063,4,4,0,6,6,0,WRIGHT (171),OTSEGO,29,3,March,6,Friday,8,8:00am-8:59am,County Road,Urban,Minor Arterial,45.28127222,-93.57715,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Non-Junction,Not an Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,0
Minnesota,270064,2,2,0,3,3,0,RAMSEY (123),SAINT PAUL,3,4,April,4,Wednesday,1,1:00am-1:59am,State Highway,Urban,Minor Arterial,44.925225,-93.06566944,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Driveway Access Related,Not an Intersection,None,1,On Roadway,Dark - Lighted,Clear,Clear,No,None,1,1
Minnesota,270065,3,3,0,6,6,0,PINE (115),NOT APPLICABLE,10,4,April,4,Wednesday,14,2:00pm-2:59pm,State Highway,Rural,Principal Arterial - Other,45.97042222,-92.98616389,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,Driveway Access Related,Not an Intersection,None,1,On Roadway,Daylight,Cloudy,Cloudy,No,None,1,0
Minnesota,270066,1,1,0,3,3,0,SWIFT (151),NOT APPLICABLE,10,4,April,4,Wednesday,16,4:00pm-4:59pm,County Road,Rural,Major Collector,45.38366944,-95.87174167,No Special Jurisdiction,Culvert,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Daylight,Snow,Snow,No,None,1,0
Minnesota,270067,1,1,0,1,1,0,ISANTI (59),NOT APPLICABLE,14,4,April,1,Sunday,18,6:00pm-6:59pm,County Road,Rural,Major Collector,45.42365556,-93.33200833,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Daylight,Clear,Clear,No,None,1,1
Minnesota,270068,1,1,0,1,1,0,HENNEPIN (53),BLOOMINGTON,19,4,April,6,Friday,0,0:00am-0:59am,U.S. Highway,Urban,Principal Arterial - Other Freeways and Expressways,44.84898889,-93.39857222,No Special Jurisdiction,Traffic Sign Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Dark - Lighted,Clear,Clear,No,None,1,1
Minnesota,270069,2,2,0,3,3,0,HENNEPIN (53),GREENFIELD,20,4,April,7,Saturday,10,10:00am-10:59am,State Highway,Rural,Principal Arterial - Other,45.08189167,-93.72897222,No Special Jurisdiction,Traffic Sign Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,3,On Median,Daylight,Clear,Clear,No,None,1,0
Minnesota,270070,1,1,0,1,1,0,RAMSEY (123),SAINT PAUL,20,4,April,7,Saturday,23,11:00pm-11:59pm,County Road,Urban,Minor Arterial,44.96649167,-93.14674722,No Special Jurisdiction,Bridge Pier or Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Dark - Lighted,Clear,Clear,No,None,1,0
Minnesota,270071,1,1,0,2,2,0,ANOKA (3),Other,21,4,April,1,Sunday,1,1:00am-1:59am,County Road,Urban,Minor Arterial,45.38469722,-93.33565,No Special Jurisdiction,Embankment,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Dark - Not Lighted,Clear,Clear,No,None,2,1
Minnesota,270072,3,3,0,4,4,0,CARVER (19),WACONIA,22,4,April,2,Monday,16,4:00pm-4:59pm,State Highway,Urban,Minor Arterial,44.845,-93.77938889,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,Non-Junction,Not an Intersection,None,1,On Roadway,Daylight,Cloudy,Cloudy,No,None,1,0
Minnesota,270073,2,2,0,3,3,0,RENVILLE (129),NOT APPLICABLE,10,4,April,4,Wednesday,12,12:00pm-12:59pm,U.S. Highway,Rural,Principal Arterial - Other,44.78890278,-95.39644167,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,Non-Junction,Not an Intersection,None,1,On Roadway,Daylight,Snow,Snow,No,None,1,0
Minnesota,270074,1,1,0,2,2,0,STEARNS (145),NOT APPLICABLE,9,4,April,3,Tuesday,2,2:00am-2:59am,County Road,Rural,Minor Collector,45.67022222,-94.88482222,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Dark - Not Lighted,Clear,Clear,No,None,1,1
Minnesota,270076,2,2,0,3,3,0,HENNEPIN (53),MINNEAPOLIS,24,4,April,4,Wednesday,21,9:00pm-9:59pm,County Road,Urban,Major Collector,45.02394722,-93.28268611,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Intersection,Four-Way Intersection,None,1,On Roadway,Dark - Not Lighted,Cloudy,Cloudy,No,None,1,0
Minnesota,270078,1,1,0,2,2,0,GOODHUE (49),NOT APPLICABLE,27,4,April,7,Saturday,1,1:00am-1:59am,County Road,Rural,Major Collector,44.51949722,-92.66170556,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Dark - Not Lighted,Clear,Clear,No,None,1,1
Minnesota,270079,1,1,0,1,1,0,ISANTI (59),NOT APPLICABLE,1,5,May,4,Wednesday,1,1:00am-1:59am,County Road,Rural,Major Collector,45.72398056,-93.24486111,No Special Jurisdiction,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Intersection-Related,T-Intersection,None,4,On Roadside,Dark - Not Lighted,Rain,Rain,No,None,1,0
Minnesota,270080,2,2,0,2,2,0,WRIGHT (171),NOT APPLICABLE,12,4,April,6,Friday,6,6:00am-6:59am,U.S. Highway,Rural,Principal Arterial - Other,45.06498611,-93.86746111,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Non-Junction,Not an Intersection,None,1,On Roadway,Daylight,Snow,Snow,No,None,1,0
Minnesota,270081,2,2,0,2,2,0,TODD (153),NOT APPLICABLE,30,4,April,3,Tuesday,10,10:00am-10:59am,State Highway,Rural,Principal Arterial - Other,46.32520833,-95.02966944,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Intersection,Four-Way Intersection,None,1,On Roadway,Daylight,Cloudy,Cloudy,No,None,1,0
Minnesota,270084,2,2,0,2,2,0,STEARNS (145),NOT APPLICABLE,3,5,May,6,Friday,18,6:00pm-6:59pm,County Road,Rural,Major Collector,45.59393889,-94.34085278,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Intersection,Four-Way Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,1
Minnesota,270085,1,1,0,1,1,0,RAMSEY (123),MAPLEWOOD,4,5,May,7,Saturday,16,4:00pm-4:59pm,U.S. Highway,Urban,Minor Arterial,45.008425,-93.05744444,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Intersection-Related,T-Intersection,None,2,On Shoulder,Daylight,Clear,Clear,No,None,1,1
Minnesota,270086,2,2,0,2,2,0,MEEKER (93),NOT APPLICABLE,2,5,May,5,Thursday,11,11:00am-11:59am,State Highway,Rural,Principal Arterial - Other,45.14974167,-94.31744444,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,Non-Junction,Not an Intersection,None,1,On Roadway,Daylight,Cloudy,Cloudy,No,None,1,0
Minnesota,270087,2,2,0,3,3,0,HUBBARD (57),NOT APPLICABLE,7,5,May,3,Tuesday,21,9:00pm-9:59pm,U.S. Highway,Rural,Principal Arterial - Other,47.39563889,-94.76011111,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Intersection,T-Intersection,None,1,On Roadway,Dark - Not Lighted,Cloudy,Cloudy,No,None,1,0
Minnesota,270088,2,2,0,2,2,0,NICOLLET (103),SAINT PETER,8,5,May,4,Wednesday,15,3:00pm-3:59pm,U.S. Highway,Urban,Principal Arterial - Other,44.3137,-93.96565556,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Intersection,T-Intersection,None,1,On Roadway,Daylight,Rain,Rain,No,None,1,0
Minnesota,270089,2,2,0,2,2,0,MOWER (99),NOT APPLICABLE,9,5,May,5,Thursday,17,5:00pm-5:59pm,County Road,Urban,Major Collector,43.63767222,-92.97014444,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Intersection,Four-Way Intersection,None,1,On Roadway,Daylight,Cloudy,Cloudy,No,None,1,0
Minnesota,270090,1,1,0,2,2,0,JACKSON (63),NOT APPLICABLE,11,5,May,7,Saturday,1,1:00am-1:59am,County Road,Rural,Major Collector,43.641525,-95.31473333,No Special Jurisdiction,Ditch,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Dark - Not Lighted,Cloudy,Cloudy,No,None,1,1
Minnesota,270091,1,1,0,3,3,0,ITASCA (61),NOT APPLICABLE,11,5,May,7,Saturday,2,2:00am-2:59am,County Road,Rural,Local,47.17613333,-93.66124722,No Special Jurisdiction,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Dark - Not Lighted,Clear,Clear,No,None,1,1
Minnesota,270092,1,1,0,1,1,0,FILLMORE (45),NOT APPLICABLE,10,5,May,6,Friday,1,1:00am-1:59am,County Road,Rural,Major Collector,43.7754,-92.26666944,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Dark - Not Lighted,Clear,Clear,No,None,1,1
Minnesota,270095,1,1,0,1,1,0,WADENA (159),NOT APPLICABLE,12,5,May,1,Sunday,2,2:00am-2:59am,County Road,Rural,Local,46.8048,-94.95390278,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Intersection-Related,Four-Way Intersection,None,5,Outside Trafficway,Dark - Not Lighted,Clear,Clear,No,None,1,1
Minnesota,270096,2,2,0,3,3,0,BLUE EARTH (13),NOT APPLICABLE,13,5,May,2,Monday,16,4:00pm-4:59pm,State Highway,Rural,Principal Arterial - Other,44.101525,-94.25094722,No Special Jurisdiction,Motor Vehicle In-Transport,Sideswipe - Same Direction,Non-Junction,Not an Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,Aggressive Driving / Road Rage by Non-contact Vehicle Driver,1,0
